"","scientific_name","taxa_data.kingdom.i.","taxa_data.class.i.","taxa_data.order.i.","RN","original","taxa_data.family.i.","taxa_data.taxonomicStatus.i.","genus","common"
"827","Meroles anchietae","Animalia","Reptilia","Squamata","3651","Meroles anchietae","Lacertidae","accepted name","Meroles","Squamata"
"828","Meroles anchietae","Animalia","Reptilia","Squamata","3651","M. anchietae","Lacertidae","accepted name","Meroles","Squamata"
"829","Glyptemys insculpta","Animalia","Reptilia","Testudines","4271","Glyptemys insculpta","Emydidae","accepted name","Glyptemys","Glyptemys insculpta"
"830","Gopherus polyphemus","Animalia","Reptilia","Testudines","3065","Gopherus polyphemus","Testudinidae","accepted name","Gopherus","Gopherus polyphemus"
"831","Alligator sinensis","Animalia","Reptilia","Crocodylia","1211","Alligator sinensis","Alligatoridae","accepted name","Alligator","Alligator sinensis"
"832","Alligator sinensis","Animalia","Reptilia","Crocodylia","604","Alligator sinensis","Alligatoridae","accepted name","Alligator","Alligator sinensis"
"833","Hoplocephalus bungaroides","Animalia","Reptilia","Squamata","1890","Hoplocephalus bungaroides","Elapidae","accepted name","Hoplocephalus","Hoplocephalus bungaroides"
"834","Hydromedusa tectifera","Animalia","Reptilia","Testudines","3665","Hydromedusa tectifera","Chelidae","accepted name","Hydromedusa","Hydromedusa tectifera"
"835","Iguana delicatissima","Animalia","Reptilia","Squamata","2409","Iguana delicatissima","Iguanidae","accepted name","Iguana","Iguana delicatissima"
"836","Lacerta agilis","Animalia","Reptilia","Squamata","3648","Lacerta agilis","Lacertidae","accepted name","Lacerta","Lacerta agilis"
"837","Lepidochelys olivacea","Animalia","Reptilia","Testudines","3696","Lepidochelys olivacea","Cheloniidae","accepted name","Lepidochelys","Lepidochelys olivacea"
"838","Liolaemus multimaculatus","Animalia","Reptilia","Squamata","2582","Liolaemus multimaculatus","Liolaemidae","accepted name","Liolaemus","Liolaemus multimaculatus"
"839","Liopholis slateri","Animalia","Reptilia","Squamata","4574","Liopholis slateri","Scincidae","accepted name","Liopholis","Liopholis slateri"
"840","Natrix tessellata","Animalia","Reptilia","Squamata","2824","Natrix tessellata","Natricidae","accepted name","Natrix","Natrix tessellata"
"841","Nerodia fasciata","Animalia","Reptilia","Squamata","1991","Nerodia fasciata","Natricidae","accepted name","Nerodia","Nerodia"
"842","Nerodia floridana","Animalia","Reptilia","Squamata","1991","Nerodia floridana","Natricidae","accepted name","Nerodia","Nerodia"
"843","Nerodia fasciata","Animalia","Reptilia","Squamata","1991","N. fasciata","Natricidae","accepted name","Nerodia","Nerodia"
"844","Nerodia sipedon","Animalia","Reptilia","Squamata","3256","Nerodia sipedon","Natricidae","accepted name","Nerodia","Nerodia sipedon"
"845","Tympanocryptis pinguicolla","Animalia","Reptilia","Squamata","3045","Tympanocryptis pinguicolla","Agamidae","accepted name","Tympanocryptis","Tympanocryptis"
"846","Tympanocryptis pinguicolla","Animalia","Reptilia","Squamata","3045","T. pinguicolla","Agamidae","accepted name","Tympanocryptis","Tympanocryptis"
"847","Podocnemis expansa","Animalia","Reptilia","Testudines","3677","Podocnemis expansa","Podocnemididae","accepted name","Podocnemis","Podocnemis expansa"
"848","Podocnemis expansa","Animalia","Reptilia","Testudines","666","Podocnemis expansa","Podocnemididae","accepted name","Podocnemis","Podocnemis"
"849","Podocnemis unifilis","Animalia","Reptilia","Testudines","666","P. unifilis","Podocnemididae","accepted name","Podocnemis","Podocnemis"
"850","Sceloporus bicanthalis","Animalia","Reptilia","Squamata","4539","Sceloporus bicanthalis","Phrynosomatidae","accepted name","Sceloporus","Sceloporus"
"851","Sceloporus bicanthalis","Animalia","Reptilia","Squamata","4539","S. bicanthalis","Phrynosomatidae","accepted name","Sceloporus","Sceloporus"
"852","Acanthodactylus scutellatus","Animalia","Reptilia","Squamata","2358","Acanthodactylus scutellatus","Lacertidae","accepted name","Acanthodactylus","Acanthodactylus scutellatus"
"853","Sistrurus catenatus","Animalia","Reptilia","Squamata","4274","Sistrurus catenatus","Viperidae","accepted name","Sistrurus","Sistrurus catenatus"
"854","Sternotherus odoratus","Animalia","Reptilia","Testudines","3231","Sternotherus odoratus","Kinosternidae","accepted name","Sternotherus","Sternotherus odoratus"
"855","Testudo graeca","Animalia","Reptilia","Testudines","3069","Testudo graeca","Testudinidae","accepted name","Testudo","Testudo graeca"
"856","Testudo graeca","Animalia","Reptilia","Testudines","4269","Testudo graeca","Testudinidae","accepted name","Testudo","Testudo"
"857","Testudo graeca","Animalia","Reptilia","Testudines","4269","T. graeca","Testudinidae","accepted name","Testudo","Testudo"
"858","Testudo hermanni","Animalia","Reptilia","Testudines","3680","Testudo hermanni","Testudinidae","accepted name","Testudo","Testudo hermanni"
"859","Acanthaster planci","Animalia","Asteroidea","Valvatida","3487","Acanthaster planci","Acanthasteridae","accepted name","Acanthaster","Acanthaster planci"
"860","Diadema antillarum","Animalia","Echinoidea","Diadematoida","2958","Diadema antillarum","Diadematidae","accepted name","Diadema","Animalia"
"861","Acanthurus coeruleus","Animalia","Actinopterygii","Perciformes","2958","Acanthurus coeruleus","Acanthuridae","accepted name","Acanthurus","Animalia"
"862","Acanthurus bahianus","Animalia","Actinopterygii","Perciformes","2958","A. bahianus","Acanthuridae","accepted name","Acanthurus","Animalia"
"863","Acanthurus coeruleus","Animalia","Actinopterygii","Perciformes","2958","A. coeruleus","Acanthuridae","accepted name","Acanthurus","Animalia"
"864","Acanthurus chirurgus","Animalia","Actinopterygii","Perciformes","2958","A. chirurgus","Acanthuridae","accepted name","Acanthurus","Animalia"
"865","Diadema antillarum","Animalia","Echinoidea","Diadematoida","2958","D. antillarum","Diadematidae","accepted name","Diadema","Animalia"
"866","Drupella cornus","Animalia","Gastropoda","Neogastropoda","2543","Drupella cornus","Muricidae","accepted name","Drupella","Drupella cornus"
"867","Hephaestus fuliginosus","Animalia","Actinopterygii","Perciformes","4611","Hephaestus fuliginosus","Terapontidae","accepted name","Hephaestus","Actinopterygii"
"868","Leiopotherapon unicolor","Animalia","Actinopterygii","Perciformes","4611","Leiopotherapon unicolor","Terapontidae","accepted name","Leiopotherapon","Actinopterygii"
"869","Glossogobius aureus","Animalia","Actinopterygii","Perciformes","4611","Glossogobius aureus","Gobiidae","accepted name","Glossogobius","Actinopterygii"
"870","Amniataba percoides","Animalia","Actinopterygii","Perciformes","4611","Amniataba percoides","Terapontidae","accepted name","Amniataba","Actinopterygii"
"871","Melanotaenia australis","Animalia","Actinopterygii","Atheriniformes","4611","Melanotaenia australis","Melanotaeniidae","accepted name","Melanotaenia","Actinopterygii"
"872","Salmo trutta","Animalia","Actinopterygii","Salmoniformes","4564","Salmo trutta","Salmonidae","accepted name","Salmo","Salmonidae"
"873","Thymallus thymallus","Animalia","Actinopterygii","Salmoniformes","4564","Thymallus thymallus","Salmonidae","accepted name","Thymallus","Salmonidae"
"874","Salmo salar","Animalia","Actinopterygii","Salmoniformes","4564","Salmo salar","Salmonidae","accepted name","Salmo","Salmonidae"
"875","Salmo trutta","Animalia","Actinopterygii","Salmoniformes","1401","Salmo trutta","Salmonidae","accepted name","Salmo","Actinopterygii"
"876","Rhinichthys atratulus","Animalia","Actinopterygii","Cypriniformes","1401","Rhinichthys atratulus","Cyprinidae","accepted name","Rhinichthys","Actinopterygii"
"877","Rhinichthys cataractae","Animalia","Actinopterygii","Cypriniformes","1401","Rhinichthys cataractae","Cyprinidae","accepted name","Rhinichthys","Actinopterygii"
"878","Cottus cognatus","Animalia","Actinopterygii","Scorpaeniformes","1401","Cottus cognatus","Cottidae","accepted name","Cottus","Actinopterygii"
"879","Salmo trutta","Animalia","Actinopterygii","Salmoniformes","4576","Salmo trutta","Salmonidae","accepted name","Salmo","Salmonidae"
"880","Oncorhynchus clarkii","Animalia","Actinopterygii","Salmoniformes","4576","Oncorhynchus clarkii","Salmonidae","accepted name","Oncorhynchus","Salmonidae"
"881","Coryphaena hippurus","Animalia","Actinopterygii","Perciformes","3910","Coryphaena hippurus","Coryphaenidae","accepted name","Coryphaena","Actinopterygii"
"882","Hirundichthys affinis","Animalia","Actinopterygii","Beloniformes","3910","Hirundichthys affinis","Exocoetidae","accepted name","Hirundichthys","Actinopterygii"
"883","Coryphaena hippurus","Animalia","Actinopterygii","Perciformes","3910","C. hippurus","Coryphaenidae","accepted name","Coryphaena","Actinopterygii"
"884","Lutjanus purpureus","Animalia","Actinopterygii","Perciformes","1880","Lutjanus purpureus","Lutjanidae","accepted name","Lutjanus","Lutjanus"
"885","Lutjanus purpureus","Animalia","Actinopterygii","Perciformes","1880","L. purpureus","Lutjanidae","accepted name","Lutjanus","Lutjanus"
"886","Eucinostomus argenteus","Animalia","Actinopterygii","Perciformes","3944","Eucinostomus argenteus","Gerreidae","accepted name","Eucinostomus","Actinopterygii"
"887","Mugil liza","Animalia","Actinopterygii","Mugiliformes","3944","Mugil liza","Mugilidae","accepted name","Mugil","Actinopterygii"
"888","Diapterus rhombeus","Animalia","Actinopterygii","Perciformes","3944","Diapterus rhombeus","Gerreidae","accepted name","Diapterus","Actinopterygii"
"889","Harengula clupeola","Animalia","Actinopterygii","Clupeiformes","3944","Harengula clupeola","Clupeidae","accepted name","Harengula","Actinopterygii"
"890","Sphoeroides testudineus","Animalia","Actinopterygii","Tetraodontiformes","3944","Sphoeroides testudineus","Tetraodontidae","accepted name","Sphoeroides","Actinopterygii"
"891","Ulaema lefroyi","Animalia","Actinopterygii","Perciformes","3944","Ulaema lefroyi","Gerreidae","accepted name","Ulaema","Actinopterygii"
"892","Atherinella brasiliensis","Animalia","Actinopterygii","Atheriniformes","3944","Atherinella brasiliensis","Atherinopsidae","accepted name","Atherinella","Actinopterygii"
"893","Larimus breviceps","Animalia","Actinopterygii","Perciformes","3799","Larimus breviceps","Sciaenidae","accepted name","Larimus","Larimus"
"894","Larimus breviceps","Animalia","Actinopterygii","Perciformes","3799","L. breviceps","Sciaenidae","accepted name","Larimus","Larimus"
"895","Oreochromis mossambicus","Animalia","Actinopterygii","Perciformes","3627","Oreochromis mossambicus","Cichlidae","accepted name","Oreochromis","Perciformes"
"896","Ambassis ambassis","Animalia","Actinopterygii","Perciformes","3627","Ambassis ambassis","Ambassidae","accepted name","Ambassis","Perciformes"
"897","Anchoa mitchilli","Animalia","Actinopterygii","Clupeiformes","1467","Anchoa mitchilli","Engraulidae","accepted name","Anchoa","Anchoa mitchilli"
"898","Bagre marinus","Animalia","Actinopterygii","Siluriformes","4575","Bagre marinus","Ariidae","accepted name","Bagre","Actinopterygii"
"899","Centropomus undecimalis","Animalia","Actinopterygii","Perciformes","4575","Centropomus undecimalis","Centropomidae","accepted name","Centropomus","Actinopterygii"
"900","Brachydeuterus auritus","Animalia","Actinopterygii","Perciformes","2097","Brachydeuterus auritus","Haemulidae","accepted name","Brachydeuterus","Brachydeuterus auritus"
"901","Carcharhinus amblyrhynchos","Animalia","Elasmobranchii","Carcharhiniformes","4507","Carcharhinus amblyrhynchos","Carcharhinidae","accepted name","Carcharhinus","Carcharhinidae"
"902","Triaenodon obesus","Animalia","Elasmobranchii","Carcharhiniformes","4507","Triaenodon obesus","Carcharhinidae","accepted name","Triaenodon","Carcharhinidae"
"903","Carcharhinus leucas","Animalia","Elasmobranchii","Carcharhiniformes","2969","Carcharhinus leucas","Carcharhinidae","accepted name","Carcharhinus","Carcharhinus leucas"
"904","Carcharhinus leucas","Animalia","Elasmobranchii","Carcharhiniformes","4476","Carcharhinus leucas","Carcharhinidae","accepted name","Carcharhinus","Carcharhinidae"
"905","Galeocerdo cuvier","Animalia","Elasmobranchii","Carcharhiniformes","4476","Galeocerdo cuvier","Carcharhinidae","accepted name","Galeocerdo","Carcharhinidae"
"906","Carcharhinus brevipinna","Animalia","Elasmobranchii","Carcharhiniformes","4476","Carcharhinus brevipinna","Carcharhinidae","accepted name","Carcharhinus","Carcharhinidae"
"907","Negaprion brevirostris","Animalia","Elasmobranchii","Carcharhiniformes","4476","Negaprion brevirostris","Carcharhinidae","accepted name","Negaprion","Carcharhinidae"
"908","Negaprion brevirostris","Animalia","Elasmobranchii","Carcharhiniformes","4476","N. brevirostris","Carcharhinidae","accepted name","Negaprion","Carcharhinidae"
"909","Galeocerdo cuvier","Animalia","Elasmobranchii","Carcharhiniformes","4476","G. cuvier","Carcharhinidae","accepted name","Galeocerdo","Carcharhinidae"
"910","Carcharhinus longimanus","Animalia","Elasmobranchii","Carcharhiniformes","4148","Carcharhinus longimanus","Carcharhinidae","accepted name","Carcharhinus","Animalia"
"911","Istiophorus platypterus","Animalia","Actinopterygii","Perciformes","4148","Istiophorus platypterus","Istiophoridae","accepted name","Istiophorus","Animalia"
"912","Katsuwonus pelamis","Animalia","Actinopterygii","Perciformes","4148","Katsuwonus pelamis","Scombridae","accepted name","Katsuwonus","Animalia"
"913","Prionace glauca","Animalia","Elasmobranchii","Carcharhiniformes","4148","Prionace glauca","Carcharhinidae","accepted name","Prionace","Animalia"
"914","Alopias superciliosus","Animalia","Elasmobranchii","Lamniformes","4148","Alopias superciliosus","Alopiidae","accepted name","Alopias","Animalia"
"915","Xiphias gladius","Animalia","Actinopterygii","Perciformes","4148","Xiphias gladius","Xiphiidae","accepted name","Xiphias","Animalia"
"916","Isurus oxyrinchus","Animalia","Elasmobranchii","Lamniformes","4148","Isurus oxyrinchus","Lamnidae","accepted name","Isurus","Animalia"
"917","Carcharodon carcharias","Animalia","Elasmobranchii","Lamniformes","4188","Carcharodon carcharias","Lamnidae","accepted name","Carcharodon","Carcharodon carcharias"
"918","Carcharodon carcharias","Animalia","Elasmobranchii","Lamniformes","4169","Carcharodon carcharias","Lamnidae","accepted name","Carcharodon","Carcharodon carcharias"
"919","Cathorops spixii","Animalia","Actinopterygii","Siluriformes","4127","Cathorops spixii","Ariidae","accepted name","Cathorops","Cathorops"
"920","Cathorops spixii","Animalia","Actinopterygii","Siluriformes","4127","C. spixii","Ariidae","accepted name","Cathorops","Cathorops"
"921","Etmopterus spinax","Animalia","Elasmobranchii","Squaliformes","4474","Etmopterus spinax","Etmopteridae","accepted name","Etmopterus","Animalia"
"922","Chimaera monstrosa","Animalia","Holocephali","Chimaeriformes","4474","Chimaera monstrosa","Chimaeridae","accepted name","Chimaera","Animalia"
"923","Galeus melastomus","Animalia","Elasmobranchii","Carcharhiniformes","4474","Galeus melastomus","Scyliorhinidae","accepted name","Galeus","Animalia"
"924","Squalus acanthias","Animalia","Elasmobranchii","Squaliformes","4474","Squalus acanthias","Squalidae","accepted name","Squalus","Animalia"
"925","Amblyraja radiata","Animalia","Elasmobranchii","Rajiformes","4474","Amblyraja radiata","Rajidae","accepted name","Amblyraja","Animalia"
"926","Galeocerdo cuvier","Animalia","Elasmobranchii","Carcharhiniformes","4139","Galeocerdo cuvier","Carcharhinidae","accepted name","Galeocerdo","Elasmobranchii"
"927","Carcharhinus falciformis","Animalia","Elasmobranchii","Carcharhiniformes","4139","Carcharhinus falciformis","Carcharhinidae","accepted name","Carcharhinus","Elasmobranchii"
"928","Prionace glauca","Animalia","Elasmobranchii","Carcharhiniformes","4139","Prionace glauca","Carcharhinidae","accepted name","Prionace","Elasmobranchii"
"929","Sphyrna lewini","Animalia","Elasmobranchii","Carcharhiniformes","4139","Sphyrna lewini","Sphyrnidae","accepted name","Sphyrna","Elasmobranchii"
"930","Isurus oxyrinchus","Animalia","Elasmobranchii","Lamniformes","4139","Isurus oxyrinchus","Lamnidae","accepted name","Isurus","Elasmobranchii"
"931","Carcharhinus signatus","Animalia","Elasmobranchii","Carcharhiniformes","4139","C. signatus","Carcharhinidae","accepted name","Carcharhinus","Elasmobranchii"
"932","Carcharhinus plumbeus","Animalia","Elasmobranchii","Carcharhiniformes","4139","C. plumbeus","Carcharhinidae","accepted name","Carcharhinus","Elasmobranchii"
"933","Galeocerdo cuvier","Animalia","Elasmobranchii","Carcharhiniformes","3008","Galeocerdo cuvier","Carcharhinidae","accepted name","Galeocerdo","Galeocerdo cuvier"
"934","Epinephelus striatus","Animalia","Actinopterygii","Perciformes","3040","Epinephelus striatus","Serranidae","accepted name","Epinephelus","Epinephelus striatus"
"935","Cetorhinus maximus","Animalia","Elasmobranchii","Lamniformes","3704","Cetorhinus maximus","Cetorhinidae","accepted name","Cetorhinus","Cetorhinus maximus"
"936","Chanos chanos","Animalia","Actinopterygii","Gonorynchiformes","3496","Chanos chanos","Chanidae","accepted name","Chanos","Actinopterygii"
"937","Parupeneus barberinus","Animalia","Actinopterygii","Perciformes","3496","Parupeneus barberinus","Mullidae","accepted name","Parupeneus","Actinopterygii"
"938","Acreichthys tomentosus","Animalia","Actinopterygii","Tetraodontiformes","3496","Acreichthys tomentosus","Monacanthidae","accepted name","Acreichthys","Actinopterygii"
"939","Parupeneus barberinus","Animalia","Actinopterygii","Perciformes","3496","P. barberinus","Mullidae","accepted name","Parupeneus","Actinopterygii"
"940","Acreichthys tomentosus","Animalia","Actinopterygii","Tetraodontiformes","3496","A. tomentosus","Monacanthidae","accepted name","Acreichthys","Actinopterygii"
"941","Engraulis encrasicolus","Animalia","Actinopterygii","Clupeiformes","3592","Engraulis encrasicolus","Engraulidae","accepted name","Engraulis","Clupeiformes"
"942","Sardina pilchardus","Animalia","Actinopterygii","Clupeiformes","3592","Sardina pilchardus","Clupeidae","accepted name","Sardina","Clupeiformes"
"943","Sprattus sprattus","Animalia","Actinopterygii","Clupeiformes","3592","Sprattus sprattus","Clupeidae","accepted name","Sprattus","Clupeiformes"
"944","Scomberomorus niphonius","Animalia","Actinopterygii","Perciformes","3489","Scomberomorus niphonius","Scombridae","accepted name","Scomberomorus","Scomberomorus niphonius"
"945","Thunnus obesus","Animalia","Actinopterygii","Perciformes","1879","Thunnus obesus","Scombridae","accepted name","Thunnus","Thunnus obesus"
"946","Anguilla rostrata","Animalia","Actinopterygii","Anguilliformes","2138","Anguilla rostrata","Anguillidae","accepted name","Anguilla","Anguilla rostrata"
"947","Lates niloticus","Animalia","Actinopterygii","Perciformes","3610","Lates niloticus","Latidae","accepted name","Lates","Actinopterygii"
"948","Rastrineobola argentea","Animalia","Actinopterygii","Cypriniformes","3610","Rastrineobola argentea","Cyprinidae","accepted name","Rastrineobola","Actinopterygii"
"949","Oreochromis niloticus","Animalia","Actinopterygii","Perciformes","3610","Oreochromis niloticus","Cichlidae","accepted name","Oreochromis","Actinopterygii"
"950","Rastrineobola argentea","Animalia","Actinopterygii","Cypriniformes","3610","R. argentea","Cyprinidae","accepted name","Rastrineobola","Actinopterygii"
"951","Lota lota","Animalia","Actinopterygii","Gadiformes","4461","Lota lota","Lotidae","accepted name","Lota","Lota lota"
"952","Oncorhynchus tshawytscha","Animalia","Actinopterygii","Salmoniformes","839","Oncorhynchus tshawytscha","Salmonidae","accepted name","Oncorhynchus","Oncorhynchus tshawytscha"
"953","Perca flavescens","Animalia","Actinopterygii","Perciformes","2161","Perca flavescens","Percidae","accepted name","Perca","Perca flavescens"
"954","Salvelinus alpinus","Animalia","Actinopterygii","Salmoniformes","1815","Salvelinus alpinus","Salmonidae","accepted name","Salvelinus","Actinopterygii"
"955","Gasterosteus aculeatus","Animalia","Actinopterygii","Gasterosteiformes","1815","Gasterosteus aculeatus","Gasterosteidae","accepted name","Gasterosteus","Actinopterygii"
"956","Urophycis tenuis","Animalia","Actinopterygii","Gadiformes","3698","Urophycis tenuis","Phycidae","accepted name","Urophycis","Animalia"
"957","Gadus morhua","Animalia","Actinopterygii","Gadiformes","3698","Gadus morhua","Gadidae","accepted name","Gadus","Animalia"
"958","Amblyraja radiata","Animalia","Elasmobranchii","Rajiformes","3698","Amblyraja radiata","Rajidae","accepted name","Amblyraja","Animalia"
"959","Negaprion brevirostris","Animalia","Elasmobranchii","Carcharhiniformes","4497","Negaprion brevirostris","Carcharhinidae","accepted name","Negaprion","Negaprion"
"960","Negaprion brevirostris","Animalia","Elasmobranchii","Carcharhiniformes","4497","N. brevirostris","Carcharhinidae","accepted name","Negaprion","Negaprion"
"961","Prionace glauca","Animalia","Elasmobranchii","Carcharhiniformes","4144","Prionace glauca","Carcharhinidae","accepted name","Prionace","Animalia"
"962","Sphyrna zygaena","Animalia","Elasmobranchii","Carcharhiniformes","4144","Sphyrna zygaena","Sphyrnidae","accepted name","Sphyrna","Animalia"
"963","Alopias superciliosus","Animalia","Elasmobranchii","Lamniformes","4144","Alopias superciliosus","Alopiidae","accepted name","Alopias","Animalia"
"964","Alopias vulpinus","Animalia","Elasmobranchii","Lamniformes","4144","Alopias vulpinus","Alopiidae","accepted name","Alopias","Animalia"
"965","Xiphias gladius","Animalia","Actinopterygii","Perciformes","4144","Xiphias gladius","Xiphiidae","accepted name","Xiphias","Animalia"
"966","Isurus oxyrinchus","Animalia","Elasmobranchii","Lamniformes","4144","Isurus oxyrinchus","Lamnidae","accepted name","Isurus","Animalia"
"967","Prionace glauca","Animalia","Elasmobranchii","Carcharhiniformes","4146","Prionace glauca","Carcharhinidae","accepted name","Prionace","Prionace glauca"
"968","Prionace glauca","Animalia","Elasmobranchii","Carcharhiniformes","4160","Prionace glauca","Carcharhinidae","accepted name","Prionace","Elasmobranchii"
"969","Isurus oxyrinchus","Animalia","Elasmobranchii","Lamniformes","4160","Isurus oxyrinchus","Lamnidae","accepted name","Isurus","Elasmobranchii"
"970","Prionace glauca","Animalia","Elasmobranchii","Carcharhiniformes","4161","Prionace glauca","Carcharhinidae","accepted name","Prionace","Animalia"
"971","Sphyrna lewini","Animalia","Elasmobranchii","Carcharhiniformes","4161","Sphyrna lewini","Sphyrnidae","accepted name","Sphyrna","Animalia"
"972","Xiphias gladius","Animalia","Actinopterygii","Perciformes","4161","Xiphias gladius","Xiphiidae","accepted name","Xiphias","Animalia"
"973","Isurus oxyrinchus","Animalia","Elasmobranchii","Lamniformes","4161","Isurus oxyrinchus","Lamnidae","accepted name","Isurus","Animalia"
"974","Prionace glauca","Animalia","Elasmobranchii","Carcharhiniformes","4186","Prionace glauca","Carcharhinidae","accepted name","Prionace","Elasmobranchii"
"975","Isurus oxyrinchus","Animalia","Elasmobranchii","Lamniformes","4186","Isurus oxyrinchus","Lamnidae","accepted name","Isurus","Elasmobranchii"
"976","Prionace glauca","Animalia","Elasmobranchii","Carcharhiniformes","4172","Prionace glauca","Carcharhinidae","accepted name","Prionace","Prionace glauca"
"977","Thryssa vitrirostris","Animalia","Actinopterygii","Clupeiformes","3912","Thryssa vitrirostris","Engraulidae","accepted name","Thryssa","Thryssa vitrirostris"
"978","Abudefduf saxatilis","Animalia","Actinopterygii","Perciformes","1990","Abudefduf saxatilis","Pomacentridae","accepted name","Abudefduf","Actinopterygii"
"979","Bathygobius soporator","Animalia","Actinopterygii","Perciformes","1990","Bathygobius soporator","Gobiidae","accepted name","Bathygobius","Actinopterygii"
"980","Labrisomus nuchipinnis","Animalia","Actinopterygii","Perciformes","1990","Labrisomus nuchipinnis","Labrisomidae","accepted name","Labrisomus","Actinopterygii"
"981","Epinephelus marginatus","Animalia","Actinopterygii","Perciformes","1990","Epinephelus marginatus","Serranidae","accepted name","Epinephelus","Actinopterygii"
"982","Parablennius pilicornis","Animalia","Actinopterygii","Perciformes","1990","Parablennius pilicornis","Blenniidae","accepted name","Parablennius","Actinopterygii"
"983","Gobiesox barbatulus","Animalia","Actinopterygii","Gobiesociformes","1990","Gobiesox barbatulus","Gobiesocidae","accepted name","Gobiesox","Actinopterygii"
"984","Abudefduf saxatilis","Animalia","Actinopterygii","Perciformes","1990","A. saxatilis","Pomacentridae","accepted name","Abudefduf","Actinopterygii"
"985","Epinephelus marginatus","Animalia","Actinopterygii","Perciformes","1990","E. marginatus","Serranidae","accepted name","Epinephelus","Actinopterygii"
"986","Ctenochaetus striatus","Animalia","Actinopterygii","Perciformes","3031","Ctenochaetus striatus","Acanthuridae","accepted name","Ctenochaetus","Ctenochaetus"
"987","Ctenochaetus striatus","Animalia","Actinopterygii","Perciformes","3031","C. striatus","Acanthuridae","accepted name","Ctenochaetus","Ctenochaetus"
"988","Diplodus puntazzo","Animalia","Actinopterygii","Perciformes","3603","Diplodus puntazzo","Sparidae","accepted name","Diplodus","Actinopterygii"
"989","Mycteroperca rubra","Animalia","Actinopterygii","Perciformes","3603","Mycteroperca rubra","Serranidae","accepted name","Mycteroperca","Actinopterygii"
"990","Spondyliosoma cantharus","Animalia","Actinopterygii","Perciformes","3603","Spondyliosoma cantharus","Sparidae","accepted name","Spondyliosoma","Actinopterygii"
"991","Epinephelus marginatus","Animalia","Actinopterygii","Perciformes","3603","Epinephelus marginatus","Serranidae","accepted name","Epinephelus","Actinopterygii"
"992","Epinephelus costae","Animalia","Actinopterygii","Perciformes","3603","Epinephelus costae","Serranidae","accepted name","Epinephelus","Actinopterygii"
"993","Sciaena umbra","Animalia","Actinopterygii","Perciformes","3603","Sciaena umbra","Sciaenidae","accepted name","Sciaena","Actinopterygii"
"994","Scorpaena scrofa","Animalia","Actinopterygii","Scorpaeniformes","3603","Scorpaena scrofa","Scorpaenidae","accepted name","Scorpaena","Actinopterygii"
"995","Engraulis australis","Animalia","Actinopterygii","Clupeiformes","2627","Engraulis australis","Engraulidae","accepted name","Engraulis","Clupeiformes"
"996","Sardinops sagax","Animalia","Actinopterygii","Clupeiformes","2627","Sardinops sagax","Clupeidae","accepted name","Sardinops","Clupeiformes"
"997","Limnothrissa miodon","Animalia","Actinopterygii","Clupeiformes","4508","Limnothrissa miodon","Clupeidae","accepted name","Limnothrissa","Actinopterygii"
"998","Lates stappersii","Animalia","Actinopterygii","Perciformes","4508","Lates stappersii","Latidae","accepted name","Lates","Actinopterygii"
"999","Stolothrissa tanganicae","Animalia","Actinopterygii","Clupeiformes","4508","Stolothrissa tanganicae","Clupeidae","accepted name","Stolothrissa","Actinopterygii"
"1000","Lutjanus argentimaculatus","Animalia","Actinopterygii","Perciformes","2126","Lutjanus argentimaculatus","Lutjanidae","accepted name","Lutjanus","Perciformes"
"1001","Pomadasys commersonnii","Animalia","Actinopterygii","Perciformes","2126","Pomadasys commersonnii","Haemulidae","accepted name","Pomadasys","Perciformes"
"1002","Acanthopagrus berda","Animalia","Actinopterygii","Perciformes","2126","Acanthopagrus berda","Sparidae","accepted name","Acanthopagrus","Perciformes"
"1003","Notorynchus cepedianus","Animalia","Elasmobranchii","Hexanchiformes","4253","Notorynchus cepedianus","Hexanchidae","accepted name","Notorynchus","Notorynchus cepedianus"
"1004","Symphodus roissali","Animalia","Actinopterygii","Perciformes","3596","Symphodus roissali","Labridae","accepted name","Symphodus","Symphodus roissali"
"1005","Copadichromis quadrimaculatus","Animalia","Actinopterygii","Perciformes","3632","Copadichromis quadrimaculatus","Cichlidae","accepted name","Copadichromis","Copadichromis quadrimaculatus"
"1006","Salvelinus confluentus","Animalia","Actinopterygii","Salmoniformes","3316","Salvelinus confluentus","Salmonidae","accepted name","Salvelinus","Salvelinus confluentus"
"1007","Spirinchus thaleichthys","Animalia","Actinopterygii","Osmeriformes","2154","Spirinchus thaleichthys","Osmeridae","accepted name","Spirinchus","Spirinchus thaleichthys"
"1008","Amblyopsis rosae","Animalia","Actinopterygii","Percopsiformes","4630","Amblyopsis rosae","Amblyopsidae","accepted name","Amblyopsis","Amblyopsidae"
"1009","Typhlichthys subterraneus","Animalia","Actinopterygii","Percopsiformes","4630","Typhlichthys subterraneus","Amblyopsidae","accepted name","Typhlichthys","Amblyopsidae"
"1010","Amblyopsis rosae","Animalia","Actinopterygii","Percopsiformes","4630","A. rosae","Amblyopsidae","accepted name","Amblyopsis","Amblyopsidae"
"1011","Apeltes quadracus","Animalia","Actinopterygii","Gasterosteiformes","938","Apeltes quadracus","Gasterosteidae","accepted name","Apeltes","Gasterosteidae"
