"","scientific_name","taxa_data.kingdom.i.","taxa_data.class.i.","taxa_data.order.i.","RN","original","taxa_data.family.i.","taxa_data.taxonomicStatus.i.","genus","common"
"968","Carcharhinus falciformis","Animalia","Elasmobranchii","Carcharhiniformes","4139","Carcharhinus falciformis","Carcharhinidae","accepted name","Carcharhinus","Elasmobranchii"
"969","Prionace glauca","Animalia","Elasmobranchii","Carcharhiniformes","4139","Prionace glauca","Carcharhinidae","accepted name","Prionace","Elasmobranchii"
"970","Sphyrna lewini","Animalia","Elasmobranchii","Carcharhiniformes","4139","Sphyrna lewini","Sphyrnidae","accepted name","Sphyrna","Elasmobranchii"
"971","Isurus oxyrinchus","Animalia","Elasmobranchii","Lamniformes","4139","Isurus oxyrinchus","Lamnidae","accepted name","Isurus","Elasmobranchii"
"972","Carcharhinus signatus","Animalia","Elasmobranchii","Carcharhiniformes","4139","C. signatus","Carcharhinidae","accepted name","Carcharhinus","Elasmobranchii"
"973","Carcharhinus plumbeus","Animalia","Elasmobranchii","Carcharhiniformes","4139","C. plumbeus","Carcharhinidae","accepted name","Carcharhinus","Elasmobranchii"
"974","Sphyrna mokarran","Animalia","Elasmobranchii","Carcharhiniformes","4139","Sphyrna lewini","Sphyrnidae","accepted name","Sphyrna","Elasmobranchii"
"975","Sphyrna zygaena","Animalia","Elasmobranchii","Carcharhiniformes","4139","Sphyrna lewini","Sphyrnidae","accepted name","Sphyrna","Elasmobranchii"
"976","Isurus paucus","Animalia","Elasmobranchii","Lamniformes","4139","Isurus oxyrinchus","Lamnidae","accepted name","Isurus","Elasmobranchii"
"977","Carcharhinus altimus","Animalia","Elasmobranchii","Carcharhiniformes","4139","C. obscurus","Carcharhinidae","accepted name","Carcharhinus","Elasmobranchii"
"978","Carcharhinus albimarginatus","Animalia","Elasmobranchii","Carcharhiniformes","4139","C. longimanus","Carcharhinidae","accepted name","Carcharhinus","Elasmobranchii"
"979","Anguilla anguilla","Animalia","Actinopterygii","Anguilliformes","4562","Anguilla anguilla","Anguillidae","accepted name","Anguilla","Anguilla"
"980","Anguilla bengalensis","Animalia","Actinopterygii","Anguilliformes","4562","Anguilla anguilla","Anguillidae","accepted name","Anguilla","Anguilla"
"981","Epinephelus striatus","Animalia","Actinopterygii","Perciformes","3040","Epinephelus striatus","Serranidae","accepted name","Epinephelus","Epinephelus striatus"
"982","Cetorhinus maximus","Animalia","Elasmobranchii","Lamniformes","3704","Cetorhinus maximus","Cetorhinidae","accepted name","Cetorhinus","Cetorhinus maximus"
"983","Engraulis encrasicolus","Animalia","Actinopterygii","Clupeiformes","3592","Engraulis encrasicolus","Engraulidae","accepted name","Engraulis","Clupeiformes"
"984","Sardina pilchardus","Animalia","Actinopterygii","Clupeiformes","3592","Sardina pilchardus","Clupeidae","accepted name","Sardina","Clupeiformes"
"985","Sprattus sprattus","Animalia","Actinopterygii","Clupeiformes","3592","Sprattus sprattus","Clupeidae","accepted name","Sprattus","Clupeiformes"
"986","Lamna nasus","Animalia","Elasmobranchii","Lamniformes","4171","Lamna nasus","Lamnidae","accepted name","Lamna","Elasmobranchii"
"987","Carcharhinus falciformis","Animalia","Elasmobranchii","Carcharhiniformes","4171","Carcharhinus falciformis","Carcharhinidae","accepted name","Carcharhinus","Elasmobranchii"
"988","Prionace glauca","Animalia","Elasmobranchii","Carcharhiniformes","4171","Prionace glauca","Carcharhinidae","accepted name","Prionace","Elasmobranchii"
"989","Isurus oxyrinchus","Animalia","Elasmobranchii","Lamniformes","4171","Isurus oxyrinchus","Lamnidae","accepted name","Isurus","Elasmobranchii"
"990","Prionace glauca","Animalia","Elasmobranchii","Carcharhiniformes","4171","P. glauca","Carcharhinidae","accepted name","Prionace","Elasmobranchii"
"991","Isurus paucus","Animalia","Elasmobranchii","Lamniformes","4171","Isurus oxyrinchus","Lamnidae","accepted name","Isurus","Elasmobranchii"
"992","Scomberomorus niphonius","Animalia","Actinopterygii","Perciformes","3489","Scomberomorus niphonius","Scombridae","accepted name","Scomberomorus","Scomberomorus niphonius"
"993","Thunnus obesus","Animalia","Actinopterygii","Perciformes","1879","Thunnus obesus","Scombridae","accepted name","Thunnus","Thunnus obesus"
"994","Carassius auratus","Animalia","Actinopterygii","Cypriniformes","4320","Carassius auratus","Cyprinidae","accepted name","Carassius","Actinopterygii"
"995","Ameiurus melas","Animalia","Actinopterygii","Siluriformes","4320","Ameiurus melas","Ictaluridae","accepted name","Ameiurus","Actinopterygii"
"996","Tinca tinca","Animalia","Actinopterygii","Cypriniformes","4320","Tinca tinca","Cyprinidae","accepted name","Tinca","Actinopterygii"
"997","Scardinius erythrophthalmus","Animalia","Actinopterygii","Cypriniformes","4320","Scardinius erythrophthalmus","Cyprinidae","accepted name","Scardinius","Actinopterygii"
"998","Rutilus pigus","Animalia","Actinopterygii","Cypriniformes","4320","Rutilus pigus","Cyprinidae","accepted name","Rutilus","Actinopterygii"
"999","Silurus glanis","Animalia","Actinopterygii","Siluriformes","4320","Silurus glanis","Siluridae","accepted name","Silurus","Actinopterygii"
"1000","Cyprinus carpio","Animalia","Actinopterygii","Cypriniformes","4320","Cyprinus carpio","Cyprinidae","accepted name","Cyprinus","Actinopterygii"
"1001","Chondrostoma soetta","Animalia","Actinopterygii","Cypriniformes","4320","Chondrostoma soetta","Cyprinidae","accepted name","Chondrostoma","Actinopterygii"
"1002","Alburnus arborella","Animalia","Actinopterygii","Cypriniformes","4320","Alburnus arborella","Cyprinidae","accepted name","Alburnus","Actinopterygii"
"1003","Silurus glanis","Animalia","Actinopterygii","Siluriformes","4320","S. glanis","Siluridae","accepted name","Silurus","Actinopterygii"
"1004","Silurus soldatovi","Animalia","Actinopterygii","Siluriformes","4320","Silurus glanis","Siluridae","accepted name","Silurus","Actinopterygii"
"1005","Scardinius acarnanicus","Animalia","Actinopterygii","Cypriniformes","4320","Scardinius erythrophthalmus","Cyprinidae","accepted name","Scardinius","Actinopterygii"
"1006","Cololabis saira","Animalia","Actinopterygii","Beloniformes","2105","Cololabis saira","Scomberesocidae","accepted name","Cololabis","Cololabis saira"
"1007","Colossoma macropomum","Animalia","Actinopterygii","Characiformes","3612","Colossoma macropomum","Serrasalmidae","accepted name","Colossoma","Colossoma macropomum"
"1008","Lates niloticus","Animalia","Actinopterygii","Perciformes","3610","Lates niloticus","Latidae","accepted name","Lates","Actinopterygii"
"1009","Rastrineobola argentea","Animalia","Actinopterygii","Cypriniformes","3610","Rastrineobola argentea","Cyprinidae","accepted name","Rastrineobola","Actinopterygii"
"1010","Oreochromis niloticus","Animalia","Actinopterygii","Perciformes","3610","Oreochromis niloticus","Cichlidae","accepted name","Oreochromis","Actinopterygii"
"1011","Rastrineobola argentea","Animalia","Actinopterygii","Cypriniformes","3610","R. argentea","Cyprinidae","accepted name","Rastrineobola","Actinopterygii"
"1012","Lates niloticus","Animalia","Actinopterygii","Perciformes","3964","Lates niloticus","Latidae","accepted name","Lates","Lates niloticus"
"1013","Oncorhynchus kisutch","Animalia","Actinopterygii","Salmoniformes","3411","Oncorhynchus kisutch","Salmonidae","accepted name","Oncorhynchus","Oncorhynchus"
"1014","Oncorhynchus gorbuscha","Animalia","Actinopterygii","Salmoniformes","3411","O. gorbuscha","Salmonidae","accepted name","Oncorhynchus","Oncorhynchus"
"1015","Oncorhynchus mykiss","Animalia","Actinopterygii","Salmoniformes","3943","Oncorhynchus mykiss","Salmonidae","accepted name","Oncorhynchus","Oncorhynchus mykiss"
"1016","Perca flavescens","Animalia","Actinopterygii","Perciformes","2161","Perca flavescens","Percidae","accepted name","Perca","Perca flavescens"
"1017","Pomatomus saltatrix","Animalia","Actinopterygii","Perciformes","2628","Pomatomus saltatrix","Pomatomidae","accepted name","Pomatomus","Pomatomus"
"1018","Pomatomus saltatrix","Animalia","Actinopterygii","Perciformes","2628","P. saltatrix","Pomatomidae","accepted name","Pomatomus","Pomatomus"
"1019","Salvelinus alpinus","Animalia","Actinopterygii","Salmoniformes","3710","Salvelinus alpinus","Salmonidae","accepted name","Salvelinus","Salvelinus alpinus"
"1020","Urophycis tenuis","Animalia","Actinopterygii","Gadiformes","3698","Urophycis tenuis","Phycidae","accepted name","Urophycis","Animalia"
"1021","Gadus morhua","Animalia","Actinopterygii","Gadiformes","3698","Gadus morhua","Gadidae","accepted name","Gadus","Animalia"
"1022","Amblyraja radiata","Animalia","Elasmobranchii","Rajiformes","3698","Amblyraja radiata","Rajidae","accepted name","Amblyraja","Animalia"
"1023","Gadus macrocephalus","Animalia","Actinopterygii","Gadiformes","3698","Gadus morhua","Gadidae","accepted name","Gadus","Animalia"
"1024","Prionace glauca","Animalia","Elasmobranchii","Carcharhiniformes","4144","Prionace glauca","Carcharhinidae","accepted name","Prionace","Animalia"
"1025","Sphyrna zygaena","Animalia","Elasmobranchii","Carcharhiniformes","4144","Sphyrna zygaena","Sphyrnidae","accepted name","Sphyrna","Animalia"
"1026","Alopias superciliosus","Animalia","Elasmobranchii","Lamniformes","4144","Alopias superciliosus","Alopiidae","accepted name","Alopias","Animalia"
"1027","Alopias vulpinus","Animalia","Elasmobranchii","Lamniformes","4144","Alopias vulpinus","Alopiidae","accepted name","Alopias","Animalia"
"1028","Xiphias gladius","Animalia","Actinopterygii","Perciformes","4144","Xiphias gladius","Xiphiidae","accepted name","Xiphias","Animalia"
"1029","Isurus oxyrinchus","Animalia","Elasmobranchii","Lamniformes","4144","Isurus oxyrinchus","Lamnidae","accepted name","Isurus","Animalia"
"1030","Sphyrna lewini","Animalia","Elasmobranchii","Carcharhiniformes","4144","Sphyrna zygaena","Sphyrnidae","accepted name","Sphyrna","Animalia"
"1031","Sphyrna mokarran","Animalia","Elasmobranchii","Carcharhiniformes","4144","Sphyrna zygaena","Sphyrnidae","accepted name","Sphyrna","Animalia"
"1032","Alopias superciliosus","Animalia","Elasmobranchii","Lamniformes","4144","Alopias vulpinus","Alopiidae","accepted name","Alopias","Animalia"
"1033","Alopias vulpinus","Animalia","Elasmobranchii","Lamniformes","4144","Alopias superciliosus","Alopiidae","accepted name","Alopias","Animalia"
"1034","Isurus paucus","Animalia","Elasmobranchii","Lamniformes","4144","Isurus oxyrinchus","Lamnidae","accepted name","Isurus","Animalia"
"1035","Alopias pelagicus","Animalia","Elasmobranchii","Lamniformes","4144","Alopias superciliosus","Alopiidae","accepted name","Alopias","Animalia"
"1036","Alopias pelagicus","Animalia","Elasmobranchii","Lamniformes","4144","Alopias vulpinus","Alopiidae","accepted name","Alopias","Animalia"
"1037","Prionace glauca","Animalia","Elasmobranchii","Carcharhiniformes","4146","Prionace glauca","Carcharhinidae","accepted name","Prionace","Prionace glauca"
"1038","Prionace glauca","Animalia","Elasmobranchii","Carcharhiniformes","4147","Prionace glauca","Carcharhinidae","accepted name","Prionace","Prionace glauca"
"1039","Prionace glauca","Animalia","Elasmobranchii","Carcharhiniformes","4161","Prionace glauca","Carcharhinidae","accepted name","Prionace","Animalia"
"1040","Sphyrna lewini","Animalia","Elasmobranchii","Carcharhiniformes","4161","Sphyrna lewini","Sphyrnidae","accepted name","Sphyrna","Animalia"
"1041","Xiphias gladius","Animalia","Actinopterygii","Perciformes","4161","Xiphias gladius","Xiphiidae","accepted name","Xiphias","Animalia"
"1042","Isurus oxyrinchus","Animalia","Elasmobranchii","Lamniformes","4161","Isurus oxyrinchus","Lamnidae","accepted name","Isurus","Animalia"
"1043","Sphyrna mokarran","Animalia","Elasmobranchii","Carcharhiniformes","4161","Sphyrna lewini","Sphyrnidae","accepted name","Sphyrna","Animalia"
"1044","Sphyrna zygaena","Animalia","Elasmobranchii","Carcharhiniformes","4161","Sphyrna lewini","Sphyrnidae","accepted name","Sphyrna","Animalia"
"1045","Isurus paucus","Animalia","Elasmobranchii","Lamniformes","4161","Isurus oxyrinchus","Lamnidae","accepted name","Isurus","Animalia"
"1046","Squalus megalops","Animalia","Elasmobranchii","Squaliformes","2873","Squalus megalops","Squalidae","accepted name","Squalus","Squalus"
"1047","Squalus griffini","Animalia","Elasmobranchii","Squaliformes","2873","Squalus megalops","Squalidae","accepted name","Squalus","Squalus"
"1048","Abudefduf saxatilis","Animalia","Actinopterygii","Perciformes","1990","Abudefduf saxatilis","Pomacentridae","accepted name","Abudefduf","Actinopterygii"
"1049","Bathygobius soporator","Animalia","Actinopterygii","Perciformes","1990","Bathygobius soporator","Gobiidae","accepted name","Bathygobius","Actinopterygii"
"1050","Labrisomus nuchipinnis","Animalia","Actinopterygii","Perciformes","1990","Labrisomus nuchipinnis","Labrisomidae","accepted name","Labrisomus","Actinopterygii"
"1051","Epinephelus marginatus","Animalia","Actinopterygii","Perciformes","1990","Epinephelus marginatus","Serranidae","accepted name","Epinephelus","Actinopterygii"
"1052","Parablennius pilicornis","Animalia","Actinopterygii","Perciformes","1990","Parablennius pilicornis","Blenniidae","accepted name","Parablennius","Actinopterygii"
"1053","Gobiesox barbatulus","Animalia","Actinopterygii","Gobiesociformes","1990","Gobiesox barbatulus","Gobiesocidae","accepted name","Gobiesox","Actinopterygii"
"1054","Abudefduf saxatilis","Animalia","Actinopterygii","Perciformes","1990","A. saxatilis","Pomacentridae","accepted name","Abudefduf","Actinopterygii"
"1055","Epinephelus marginatus","Animalia","Actinopterygii","Perciformes","1990","E. marginatus","Serranidae","accepted name","Epinephelus","Actinopterygii"
"1056","Abudefduf vaigiensis","Animalia","Actinopterygii","Perciformes","1990","Abudefduf saxatilis","Pomacentridae","accepted name","Abudefduf","Actinopterygii"
"1057","Ophioblennius atlanticus","Animalia","Actinopterygii","Perciformes","1990","Parablennius pilicornis","Blenniidae","accepted name","Ophioblennius","Actinopterygii"
"1058","Abudefduf conformis","Animalia","Actinopterygii","Perciformes","1990","Abudefduf saxatilis","Pomacentridae","accepted name","Abudefduf","Actinopterygii"
"1059","Ctenochaetus striatus","Animalia","Actinopterygii","Perciformes","3031","Ctenochaetus striatus","Acanthuridae","accepted name","Ctenochaetus","Ctenochaetus"
"1060","Ctenochaetus striatus","Animalia","Actinopterygii","Perciformes","3031","C. striatus","Acanthuridae","accepted name","Ctenochaetus","Ctenochaetus"
"1061","Ctenochaetus strigosus","Animalia","Actinopterygii","Perciformes","3031","Ctenochaetus striatus","Acanthuridae","accepted name","Ctenochaetus","Ctenochaetus"
"1062","Ctenochaetus cyanocheilus","Animalia","Actinopterygii","Perciformes","3031","Ctenochaetus striatus","Acanthuridae","accepted name","Ctenochaetus","Ctenochaetus"
"1063","Lethrinus nebulosus","Animalia","Actinopterygii","Perciformes","3497","Lethrinus nebulosus","Lethrinidae","accepted name","Lethrinus","Perciformes"
"1064","Lutjanus bohar","Animalia","Actinopterygii","Perciformes","3497","Lutjanus bohar","Lutjanidae","accepted name","Lutjanus","Perciformes"
"1065","Variola louti","Animalia","Actinopterygii","Perciformes","3497","Variola louti","Serranidae","accepted name","Variola","Perciformes"
"1066","Epinephelus multinotatus","Animalia","Actinopterygii","Perciformes","3497","Epinephelus multinotatus","Serranidae","accepted name","Epinephelus","Perciformes"
"1067","Epinephelus polyphekadion","Animalia","Actinopterygii","Perciformes","3497","Epinephelus polyphekadion","Serranidae","accepted name","Epinephelus","Perciformes"
"1068","Cephalopholis sonnerati","Animalia","Actinopterygii","Perciformes","3497","Epinephelus multinotatus","Serranidae","accepted name","Cephalopholis","Perciformes"
"1069","Variola albimarginata","Animalia","Actinopterygii","Perciformes","3497","Variola louti","Serranidae","accepted name","Variola","Perciformes"
"1070","Limnothrissa miodon","Animalia","Actinopterygii","Clupeiformes","4508","Limnothrissa miodon","Clupeidae","accepted name","Limnothrissa","Actinopterygii"
"1071","Lates stappersii","Animalia","Actinopterygii","Perciformes","4508","Lates stappersii","Latidae","accepted name","Lates","Actinopterygii"
"1072","Stolothrissa tanganicae","Animalia","Actinopterygii","Clupeiformes","4508","Stolothrissa tanganicae","Clupeidae","accepted name","Stolothrissa","Actinopterygii"
"1073","Lutjanus cyanopterus","Animalia","Actinopterygii","Perciformes","3525","Lutjanus cyanopterus","Lutjanidae","accepted name","Lutjanus","Lutjanus cyanopterus"
"1074","Symphodus roissali","Animalia","Actinopterygii","Perciformes","3596","Symphodus roissali","Labridae","accepted name","Symphodus","Symphodus roissali"
"1075","Copadichromis quadrimaculatus","Animalia","Actinopterygii","Perciformes","3632","Copadichromis quadrimaculatus","Cichlidae","accepted name","Copadichromis","Copadichromis quadrimaculatus"
"1076","Scaphirhynchus albus","Animalia","Actinopterygii","Acipenseriformes","4620","Scaphirhynchus albus","Acipenseridae","accepted name","Scaphirhynchus","Scaphirhynchus albus"
"1077","Spirinchus thaleichthys","Animalia","Actinopterygii","Osmeriformes","2154","Spirinchus thaleichthys","Osmeridae","accepted name","Spirinchus","Spirinchus thaleichthys"
"1078","Micropterus salmoides","Animalia","Actinopterygii","Perciformes","4586","Micropterus salmoides","Centrarchidae","accepted name","Micropterus","Micropterus salmoides"
"1079","Mustelus mustelus","Animalia","Elasmobranchii","Carcharhiniformes","3599","Mustelus mustelus","Triakidae","accepted name","Mustelus","Elasmobranchii"
"1080","Galeus melastomus","Animalia","Elasmobranchii","Carcharhiniformes","3599","Galeus melastomus","Scyliorhinidae","accepted name","Galeus","Elasmobranchii"
"1081","Torpedo marmorata","Animalia","Elasmobranchii","Torpediniformes","3599","Torpedo marmorata","Torpedinidae","accepted name","Torpedo","Elasmobranchii"
"1082","Raja asterias","Animalia","Elasmobranchii","Rajiformes","3599","Raja asterias","Rajidae","accepted name","Raja","Elasmobranchii"
"1083","Mustelus mustelus","Animalia","Elasmobranchii","Carcharhiniformes","3599","M. mustelus","Triakidae","accepted name","Mustelus","Elasmobranchii"
"1084","Galeus melastomus","Animalia","Elasmobranchii","Carcharhiniformes","3599","G. melastomus","Scyliorhinidae","accepted name","Galeus","Elasmobranchii"
"1085","Raja montagui","Animalia","Elasmobranchii","Rajiformes","3599","Raja asterias","Rajidae","accepted name","Raja","Elasmobranchii"
"1086","Raja clavata","Animalia","Elasmobranchii","Rajiformes","3599","Raja asterias","Rajidae","accepted name","Raja","Elasmobranchii"
"1087","Torpedo fuscomaculata","Animalia","Elasmobranchii","Torpediniformes","3599","Torpedo marmorata","Torpedinidae","accepted name","Torpedo","Elasmobranchii"
"1088","Mustelus palumbes","Animalia","Elasmobranchii","Carcharhiniformes","3599","Mustelus mustelus","Triakidae","accepted name","Mustelus","Elasmobranchii"
"1089","Torpedo sinuspersici","Animalia","Elasmobranchii","Torpediniformes","3599","Torpedo marmorata","Torpedinidae","accepted name","Torpedo","Elasmobranchii"
"1090","Torpedo fuscomaculata","Animalia","Elasmobranchii","Torpediniformes","3599","T. marmorata","Torpedinidae","accepted name","Torpedo","Elasmobranchii"
"1091","Raja montagui","Animalia","Elasmobranchii","Rajiformes","3599","R. asterias","Rajidae","accepted name","Raja","Elasmobranchii"
"1092","Pomadasys commersonnii","Animalia","Actinopterygii","Perciformes","2124","Pomadasys commersonnii","Haemulidae","accepted name","Pomadasys","Actinopterygii"
"1093","Rhabdosargus sarba","Animalia","Actinopterygii","Perciformes","2124","Rhabdosargus sarba","Sparidae","accepted name","Rhabdosargus","Actinopterygii"
"1094","Elops machnata","Animalia","Actinopterygii","Elopiformes","2124","Elops machnata","Elopidae","accepted name","Elops","Actinopterygii"
"1095","Acanthopagrus berda","Animalia","Actinopterygii","Perciformes","2124","Acanthopagrus berda","Sparidae","accepted name","Acanthopagrus","Actinopterygii"
"1096","Argyrosomus japonicus","Animalia","Actinopterygii","Perciformes","2124","Argyrosomus japonicus","Sciaenidae","accepted name","Argyrosomus","Actinopterygii"
"1097","Johnius dorsalis","Animalia","Actinopterygii","Perciformes","2124","Johnius dorsalis","Sciaenidae","accepted name","Johnius","Actinopterygii"
"1098","Acanthopagrus vagus","Animalia","Actinopterygii","Perciformes","2124","Acanthopagrus berda","Sparidae","accepted name","Acanthopagrus","Actinopterygii"
"1099","Pomadasys commersonnii","Animalia","Actinopterygii","Perciformes","2140","Pomadasys commersonnii","Haemulidae","accepted name","Pomadasys","Pomadasys commersonnii"
"1100","Epinephelus fuscoguttatus","Animalia","Actinopterygii","Perciformes","2974","Epinephelus fuscoguttatus","Serranidae","accepted name","Epinephelus","Serranidae"
"1101","Epinephelus polyphekadion","Animalia","Actinopterygii","Perciformes","2974","Epinephelus polyphekadion","Serranidae","accepted name","Epinephelus","Serranidae"
"1102","Plectropomus areolatus","Animalia","Actinopterygii","Perciformes","2974","Plectropomus areolatus","Serranidae","accepted name","Plectropomus","Serranidae"
"1103","Epinephelus fuscoguttatus","Animalia","Actinopterygii","Perciformes","2974","E. fuscoguttatus","Serranidae","accepted name","Epinephelus","Serranidae"
"1104","Epinephelus polyphekadion","Animalia","Actinopterygii","Perciformes","2974","E. polyphekadion","Serranidae","accepted name","Epinephelus","Serranidae"
"1105","Epinephelus tukula","Animalia","Actinopterygii","Perciformes","2974","Epinephelus fuscoguttatus","Serranidae","accepted name","Epinephelus","Serranidae"
"1106","Psephurus gladius","Animalia","Actinopterygii","Acipenseriformes","1744","Psephurus gladius","Polyodontidae","accepted name","Psephurus","Acipenseriformes"
"1107","Huso dauricus","Animalia","Actinopterygii","Acipenseriformes","1744","Huso dauricus","Acipenseridae","accepted name","Huso","Acipenseriformes"
"1108","Acipenser dabryanus","Animalia","Actinopterygii","Acipenseriformes","1744","Acipenser dabryanus","Acipenseridae","accepted name","Acipenser","Acipenseriformes"
"1109","Psephurus gladius","Animalia","Actinopterygii","Acipenseriformes","1744","P. gladius","Polyodontidae","accepted name","Psephurus","Acipenseriformes"
"1110","Acipenser dabryanus","Animalia","Actinopterygii","Acipenseriformes","1744","A. dabryanus","Acipenseridae","accepted name","Acipenser","Acipenseriformes"
"1111","Acipenser sinensis","Animalia","Actinopterygii","Acipenseriformes","1744","A. sinensis","Acipenseridae","accepted name","Acipenser","Acipenseriformes"
"1112","Odontesthes bonariensis","Animalia","Actinopterygii","Atheriniformes","3918","Odontesthes bonariensis","Atherinopsidae","accepted name","Odontesthes","Odontesthes"
"1113","Odontesthes bonariensis","Animalia","Actinopterygii","Atheriniformes","3918","O. bonariensis","Atherinopsidae","accepted name","Odontesthes","Odontesthes"
"1114","Plectropomus leopardus","Animalia","Actinopterygii","Perciformes","3011","Plectropomus leopardus","Serranidae","accepted name","Plectropomus","Perciformes"
"1115","Choerodon rubescens","Animalia","Actinopterygii","Perciformes","3011","Choerodon rubescens","Labridae","accepted name","Choerodon","Perciformes"
"1116","Plectropomus leopardus","Animalia","Actinopterygii","Perciformes","3011","P. leopardus","Serranidae","accepted name","Plectropomus","Perciformes"
"1117","Plectropomus laevis","Animalia","Actinopterygii","Perciformes","3011","Plectropomus leopardus","Serranidae","accepted name","Plectropomus","Perciformes"
"1118","Alosa fallax","Animalia","Actinopterygii","Clupeiformes","4365","Alosa fallax","Clupeidae","accepted name","Alosa","Alosa"
"1119","Alosa fallax","Animalia","Actinopterygii","Clupeiformes","4365","A. fallax","Clupeidae","accepted name","Alosa","Alosa"
"1120","Chrysoblephus puniceus","Animalia","Actinopterygii","Perciformes","3493","Chrysoblephus puniceus","Sparidae","accepted name","Chrysoblephus","Perciformes"
"1121","Cymatoceps nasutus","Animalia","Actinopterygii","Perciformes","3493","Cymatoceps nasutus","Sparidae","accepted name","Cymatoceps","Perciformes"
"1122","Polysteganus praeorbitalis","Animalia","Actinopterygii","Perciformes","3493","Polysteganus praeorbitalis","Sparidae","accepted name","Polysteganus","Perciformes"
"1123","Epinephelus marginatus","Animalia","Actinopterygii","Perciformes","3493","Epinephelus marginatus","Serranidae","accepted name","Epinephelus","Perciformes"
"1124","Chrysoblephus puniceus","Animalia","Actinopterygii","Perciformes","3493","C. puniceus","Sparidae","accepted name","Chrysoblephus","Perciformes"
"1125","Cymatoceps nasutus","Animalia","Actinopterygii","Perciformes","3493","C. nasutus","Sparidae","accepted name","Cymatoceps","Perciformes"
"1126","Heniochus acuminatus","Animalia","Actinopterygii","Perciformes","3928","Heniochus acuminatus","Chaetodontidae","accepted name","Heniochus","Chaetodontidae"
"1127","Chaetodon vagabundus","Animalia","Actinopterygii","Perciformes","3928","Chaetodon vagabundus","Chaetodontidae","accepted name","Chaetodon","Chaetodontidae"
"1128","Chaetodon melapterus","Animalia","Actinopterygii","Perciformes","3928","Chaetodon melapterus","Chaetodontidae","accepted name","Chaetodon","Chaetodontidae"
"1129","Chaetodon nigropunctatus","Animalia","Actinopterygii","Perciformes","3928","Chaetodon nigropunctatus","Chaetodontidae","accepted name","Chaetodon","Chaetodontidae"
"1130","Chaetodon nigropunctatus","Animalia","Actinopterygii","Perciformes","3928","C. nigropunctatus","Chaetodontidae","accepted name","Chaetodon","Chaetodontidae"
"1131","Heniochus diphreutes","Animalia","Actinopterygii","Perciformes","3928","Heniochus acuminatus","Chaetodontidae","accepted name","Heniochus","Chaetodontidae"
"1132","Chaetodon decussatus","Animalia","Actinopterygii","Perciformes","3928","Chaetodon vagabundus","Chaetodontidae","accepted name","Chaetodon","Chaetodontidae"
"1133","Cheilinus fasciatus","Animalia","Actinopterygii","Perciformes","4582","Cheilinus fasciatus","Labridae","accepted name","Cheilinus","Labridae"
"1134","Epibulus insidiator","Animalia","Actinopterygii","Perciformes","4582","Epibulus insidiator","Labridae","accepted name","Epibulus","Labridae"
"1135","Hemigymnus fasciatus","Animalia","Actinopterygii","Perciformes","4582","Hemigymnus fasciatus","Labridae","accepted name","Hemigymnus","Labridae"
"1136","Hemigymnus melapterus","Animalia","Actinopterygii","Perciformes","4582","Hemigymnus melapterus","Labridae","accepted name","Hemigymnus","Labridae"
"1137","Oxycheilinus digramma","Animalia","Actinopterygii","Perciformes","4582","Oxycheilinus digramma","Labridae","accepted name","Oxycheilinus","Labridae"
"1138","Epibulus brevis","Animalia","Actinopterygii","Perciformes","4582","Epibulus insidiator","Labridae","accepted name","Epibulus","Labridae"
"1139","Arothron meleagris","Animalia","Actinopterygii","Tetraodontiformes","3519","Arothron meleagris","Tetraodontidae","accepted name","Arothron","Arothron meleagris"
"1140","Mobula mobular","Animalia","Elasmobranchii","Myliobatiformes","4149","Mobula mobular","Myliobatidae","accepted name","Mobula","Mobula mobular"
"1141","Pomadasys stridens","Animalia","Actinopterygii","Perciformes","4618","Pomadasys stridens","Haemulidae","accepted name","Pomadasys","Actinopterygii"
"1142","Terapon puta","Animalia","Actinopterygii","Perciformes","4618","Terapon puta","Terapontidae","accepted name","Terapon","Actinopterygii"
"1143","Liza carinata","Animalia","Actinopterygii","Mugiliformes","4618","Liza carinata","Mugilidae","accepted name","Liza","Actinopterygii"
"1144","Solea elongata","Animalia","Actinopterygii","Pleuronectiformes","4618","Solea elongata","Soleidae","accepted name","Solea","Actinopterygii"
"1145","Liza affinis","Animalia","Actinopterygii","Mugiliformes","4618","Liza carinata","Mugilidae","accepted name","Liza","Actinopterygii"
"1146","Pomadasys quadrilineatus","Animalia","Actinopterygii","Perciformes","4618","Pomadasys stridens","Haemulidae","accepted name","Pomadasys","Actinopterygii"
"1147","Nuchequula gerreoides","Animalia","Actinopterygii","Perciformes","4618","Leiognathus decorus","Leiognathidae","accepted name","Nuchequula","Actinopterygii"
"1148","Albula glossodonta","Animalia","Actinopterygii","Albuliformes","2617","Albula glossodonta","Albulidae","accepted name","Albula","Albula"
"1149","Albula vulpes","Animalia","Actinopterygii","Albuliformes","2617","Albula glossodonta","Albulidae","accepted name","Albula","Albula"
"1150","Neogobius melanostomus","Animalia","Actinopterygii","Perciformes","4592","Neogobius melanostomus","Gobiidae","accepted name","Neogobius","Gobiidae"
"1151","Proterorhinus semilunaris","Animalia","Actinopterygii","Perciformes","4592","Proterorhinus semilunaris","Gobiidae","accepted name","Proterorhinus","Gobiidae"
