"","RN","Trend_01_60","Trend_02_60","Trend_05_60","Trend_01_maj","Trend_02_maj","Trend_05_maj","Trend_sig_01_60","Trend_sig_005_60","Trend_sig_01_maj","Trend_sig_005_maj","av_lmbd","loCI","upCI","se","p","N","Trend_meta_01","Trend_meta_005"
"350",1746,"Varied","Varied","Stable","Varied","Varied","Stable","Stable","Stable","Stable","Stable",0.0144265439091607,-0.00068346191579262,0.029536549734114,0.00770932830610109,0.0613021116753139,2,"Increase","Stable"
"351",1747,"Stable","Stable","Stable","Stable","Stable","Stable","Stable","Stable","Stable","Stable",-0.00426962165060548,-0.0137882364895263,0.00524899318831538,0.00485652538210012,0.379319128809191,2,"Stable","Stable"
"352",1748,"Decline","Decline","Varied","Decline","Decline","Decline","Stable","Stable","Stable","Stable",-0.0727517254579372,-0.325781987834269,0.180278536918395,0.129099444873581,0.573072375197409,12,"Stable","Stable"
"353",1749,"Decline","Decline","Stable","Decline","Decline","Stable","Stable","Stable","Stable","Stable",-0.0165935022461708,-0.0551061758227962,0.0219191713304547,0.0196496843209408,0.398408715863599,4,"Stable","Stable"
"354",1763,"Decline","Decline","Decline","Decline","Decline","Decline","Stable","Stable","Stable","Stable",-0.0535077150479307,-0.0829438822745454,-0.0240715478213159,0.0150187286393033,0.000367014387051232,5,"Decline","Decline"
"355",1765,"Decline","Decline","Decline","Decline","Decline","Decline","Decline","Decline","Decline","Decline",-0.159381744871004,-0.312571356925533,-0.00619213281647565,NA,0.0441104964418488,1,"Decline","Decline"
"356",1768,"Stable","Stable","Stable","Stable","Stable","Stable","Varied","Varied","Varied","Varied",-0.00242900826019232,-0.0122355424659096,0.00737752594552492,0.00500342571754886,0.627343671835343,5,"Stable","Stable"
"357",1769,"Increase","Increase","Stable","Increase","Increase","Stable","Increase","Increase","Increase","Increase",0.0222138144933846,0.0167127882498354,0.0277148407369338,NA,1.4017442160798e-06,1,"Increase","Increase"
"358",1770,"Stable","Stable","Stable","Stable","Stable","Stable","Stable","Stable","Stable","Stable",0.00282645310847463,-0.0155224644608898,0.0211753706778391,NA,0.738538549910961,1,"Stable","Stable"
"359",1771,"Decline","Stable","Stable","Decline","Stable","Stable","Varied","Varied","Decline","Decline",-0.0142684476017388,-0.0169424071964593,-0.0115944880070183,0.0013642901684992,1.33939965690862e-25,10,"Decline","Decline"
"360",1772,"Varied","Stable","Stable","Stable","Stable","Stable","Varied","Varied","Decline","Decline",-0.012538112499478,-0.0328698534298997,0.00779362843094374,0.010373527825407,0.22679185154875,6,"Stable","Stable"
"361",1778,"Varied","Varied","Stable","Varied","Stable","Stable","Stable","Stable","Stable","Stable",-0.00725018151747221,-0.0214001730232169,0.0068998099882725,0.0072195160816005,0.31525929586933,8,"Stable","Stable"
"362",1780,"Varied","Varied","Varied","Decline","Decline","Decline","Stable","Stable","Stable","Stable",-0.0143001151945345,-0.144964380830538,0.116364150441469,0.0666666666666667,0.830155819638897,45,"Stable","Stable"
"363",1781,"Varied","Varied","Varied","Decline","Decline","Decline","Stable","Stable","Stable","Stable",-0.0552324415199649,-0.174512051101109,0.0640471680611788,0.0608580619450184,0.364109877558706,54,"Stable","Stable"
"364",1782,"Varied","Varied","Stable","Varied","Varied","Stable","Varied","Varied","Varied","Varied",0.0135309849024516,-0.0176398755951463,0.0447018454000495,0.0159037924897956,0.394879125345205,2,"Stable","Stable"
"365",1784,"Varied","Varied","Varied","Varied","Varied","Varied","Varied","Varied","Varied","Varied",-0.046957691896459,-0.147501907169007,0.0535865233760892,0.0512990116479834,0.359996239455532,2,"Stable","Stable"
"366",1815,"Decline","Decline","Stable","Decline","Decline","Stable","Decline","Stable","Decline","Stable",-0.0393699950221667,-0.0839863235847848,0.00524633354045132,NA,0.0795548957021434,1,"Decline","Stable"
"367",1825,"Decline","Stable","Stable","Decline","Stable","Stable","Stable","Stable","Stable","Stable",-0.0197644303455958,NA,NA,NA,NA,1,"Stable","Stable"
"368",1828,"Varied","Varied","Stable","Varied","Varied","Stable","Stable","Stable","Stable","Stable",-0.0105376960077836,-0.0235032366384263,0.00242784462285921,0.0066151933060573,0.111170600014397,4,"Stable","Stable"
"369",1871,"Stable","Stable","Stable","Stable","Stable","Stable","Varied","Varied","Stable","Stable",0.00344364971319811,-0.00407288634637928,0.0109601857727755,0.0038350378470558,0.36921533745981,6,"Stable","Stable"
"370",1875,"Decline","Decline","Decline","Decline","Decline","Decline","Stable","Stable","Stable","Stable",-0.10123163488089,-1.7805639654986,1.57810069573682,NA,0.583888968893762,1,"Stable","Stable"
"371",1876,"Varied","Stable","Stable","Stable","Stable","Stable","Decline","Decline","Decline","Decline",-0.0075760288213496,-0.0135019934768195,-0.00165006416587967,0.00302350691248063,0.0122206111802801,3,"Decline","Decline"
"372",1877,"Increase","Increase","Increase","Increase","Increase","Increase","Stable","Stable","Stable","Stable",0.0500342423061574,-0.0150172797889617,0.115085764401276,NA,0.108847168967003,1,"Stable","Stable"
"373",1878,"Decline","Decline","Stable","Decline","Decline","Stable","Stable","Stable","Stable","Stable",-0.0363389815910826,-0.0861185171927378,0.0134405540105727,NA,0.124297965216985,1,"Stable","Stable"
"374",1879,"Stable","Stable","Stable","Stable","Stable","Stable","Stable","Stable","Stable","Stable",0.000392071512187961,-0.391600725395823,0.392384868420199,0.2,0.998435861970304,5,"Stable","Stable"
"375",1880,"Varied","Varied","Stable","Varied","Varied","Stable","Decline","Decline","Decline","Decline",-0.01411412442158,-0.038047519134208,0.00981927029104799,0.0122111400522722,0.24774659815462,2,"Stable","Stable"
"376",1881,"Increase","Increase","Varied","Increase","Increase","Stable","Varied","Varied","Stable","Stable",0.0765058690204472,0.00985073029804676,0.143161007742848,0.0340083487493483,0.0244730637357741,3,"Increase","Increase"
"377",1882,"Decline","Decline","Decline","Decline","Decline","Decline","Decline","Decline","Decline","Decline",-0.312658661140854,-0.424508686337286,-0.200808635944422,NA,0.000301513415778607,1,"Decline","Decline"
"378",1883,"Increase","Increase","Stable","Increase","Increase","Stable","Increase","Increase","Increase","Increase",0.0266107179832604,0.0227448501199367,0.0304765858465842,NA,1.00235205493727e-13,1,"Increase","Increase"
"379",1884,"Stable","Stable","Stable","Stable","Stable","Stable","Varied","Stable","Stable","Stable",-0.00130331488426889,-0.00755950344837526,0.00495287367983747,0.00319199159446519,0.683047755221295,5,"Stable","Stable"
"380",1885,"Increase","Increase","Increase","Increase","Increase","Increase","Stable","Stable","Stable","Stable",0.0646822672162752,-0.0337135270997847,0.163078061532335,NA,0.105572809000084,1,"Stable","Stable"
"381",1886,"Varied","Stable","Stable","Varied","Stable","Stable","Stable","Stable","Stable","Stable",0.000832780076934036,-0.0143739764755949,0.0160395366294629,0.00775869182927741,0.914523127991685,2,"Stable","Stable"
"382",1887,"Decline","Stable","Stable","Decline","Stable","Stable","Decline","Decline","Decline","Decline",-0.0101875380607252,-0.0122125041055196,-0.0081625720159307,NA,1.39684416265786e-09,1,"Decline","Decline"
"383",1888,"Varied","Varied","Stable","Increase","Varied","Stable","Stable","Stable","Stable","Stable",0.00425672463749781,-0.0236734749324513,0.0321869242074469,0.0142503636751792,0.765161406440192,8,"Stable","Stable"
"384",1889,"Varied","Stable","Stable","Varied","Stable","Stable","Varied","Varied","Varied","Varied",-0.0166840791493103,-0.0333980473388643,2.98890402437302e-05,0.00852769148892106,0.050411102421542,2,"Decline","Stable"
"385",1890,"Stable","Stable","Stable","Stable","Stable","Stable","Stable","Stable","Stable","Stable",0.00358929231356223,-0.130750299530105,0.13792888415723,NA,0.791649090209026,1,"Stable","Stable"
"386",1891,"Stable","Stable","Stable","Stable","Stable","Stable","Decline","Decline","Decline","Decline",-0.00413172224909369,-0.00704239302637271,-0.00122105147181467,NA,0.00654705350319359,1,"Decline","Decline"
"387",1892,"Decline","Decline","Stable","Decline","Decline","Stable","Decline","Decline","Decline","Decline",-0.0225109281363113,-0.0354554181779452,-0.0095664380946775,NA,0.00450364386145506,1,"Decline","Decline"
"388",1893,"Increase","Increase","Stable","Increase","Increase","Stable","Stable","Stable","Stable","Stable",0.0242985315520629,-1.46217504075854,1.51077210386266,NA,0.950328450027353,1,"Stable","Stable"
"389",1894,"Decline","Decline","Decline","Decline","Decline","Decline","Decline","Stable","Decline","Stable",-0.0849360233477703,-0.190044722070618,0.0201726753750777,NA,0.0882704628156007,1,"Decline","Stable"
"390",1896,"Stable","Stable","Stable","Stable","Stable","Stable","Stable","Stable","Stable","Stable",-0.00148703832244805,-0.00710367049892392,0.00412959385402781,0.00286568131903399,0.603821647359944,14,"Stable","Stable"
"391",1897,"Decline","Decline","Stable","Decline","Decline","Stable","Stable","Stable","Stable","Stable",-0.0449019581946256,NA,NA,NA,NA,1,"Stable","Stable"
"392",1898,"Varied","Stable","Stable","Varied","Stable","Stable","Varied","Stable","Varied","Stable",-0.0074065681993945,-0.016747480452642,0.00193434405385303,0.00476585913155928,0.120163241367901,4,"Stable","Stable"
"393",1899,"Increase","Increase","Stable","Increase","Increase","Stable","Stable","Stable","Stable","Stable",0.0204405796737879,-0.0108610307720973,0.0517421901196731,NA,0.129224499634573,1,"Stable","Stable"
"394",1900,"Increase","Increase","Stable","Increase","Increase","Stable","Increase","Increase","Increase","Increase",0.0243801996182741,0.0210813236161607,0.0276790756203874,NA,7.22504626573066e-12,1,"Increase","Increase"
"395",1901,"Stable","Stable","Stable","Stable","Stable","Stable","Stable","Stable","Stable","Stable",0.00521967200277592,-0.0168685221079236,0.0273078661134755,NA,0.570077149061891,1,"Stable","Stable"
"396",1905,"Increase","Increase","Stable","Increase","Increase","Stable","Increase","Increase","Increase","Increase",0.0341632068243398,0.00776879487801931,0.0605576187706602,0.0134667841626255,0.0111854978068493,2,"Increase","Increase"
"397",1906,"Stable","Stable","Stable","Stable","Stable","Stable","Stable","Stable","Stable","Stable",-0.00690683096089323,-0.0203889640080028,0.00657530208621636,NA,0.27632392093234,1,"Stable","Stable"
"398",1908,"Increase","Increase","Increase","Increase","Increase","Increase","Stable","Stable","Stable","Stable",0.237715152748795,NA,NA,NA,NA,1,"Stable","Stable"
"399",1909,"Varied","Stable","Stable","Varied","Stable","Stable","Stable","Stable","Stable","Stable",-0.00850126961028695,-0.0302739577769199,0.013271418556346,0.0111087184960403,0.444105392480857,2,"Stable","Stable"
"400",1912,"Increase","Increase","Varied","Increase","Increase","Stable","Stable","Stable","Stable","Stable",0.0446552348662127,0.00639104193538301,0.0829194277970424,0.0195229061516705,0.0221768497081055,5,"Increase","Increase"
"401",1915,"Decline","Decline","Decline","Decline","Decline","Decline","Decline","Decline","Decline","Decline",-0.106844472581687,-0.128454974794277,-0.0852339703690977,NA,6.50302535914707e-07,1,"Decline","Decline"
"402",1918,"Varied","Varied","Stable","Varied","Varied","Stable","Stable","Stable","Stable","Stable",-0.0025601224734461,-0.0263211502561528,0.0212009053092606,0.0121231961250975,0.832750297563292,5,"Stable","Stable"
"403",1919,"Varied","Varied","Stable","Varied","Varied","Stable","Varied","Varied","Varied","Varied",0.0111277750393014,-0.02995721820928,0.0522127682878828,0.0209621164330848,0.595521553788554,2,"Stable","Stable"
"404",1929,"Decline","Decline","Stable","Decline","Decline","Stable","Stable","Stable","Stable","Stable",-0.0210214821277357,-0.0683085130167453,0.0262655487612738,NA,0.111549144023738,1,"Stable","Stable"
"405",1930,"Increase","Increase","Increase","Increase","Increase","Increase","Increase","Increase","Increase","Increase",0.0745748583087689,0.0391483058456815,0.110001410771856,NA,0.000434568569925931,1,"Increase","Increase"
"406",1932,"Increase","Varied","Stable","Increase","Stable","Stable","Increase","Increase","Increase","Increase",0.0256477500642643,0.0012452974410275,0.0500502026875012,0.0124504597103418,0.0394000530128358,3,"Increase","Increase"
"407",1933,"Varied","Varied","Varied","Decline","Decline","Decline","Stable","Stable","Stable","Stable",-0.1482244606313,-0.276803639310621,-0.0196452819519784,0.0656028272425094,0.0238571571380215,5,"Decline","Decline"
"408",1934,"Decline","Stable","Stable","Decline","Stable","Stable","Stable","Stable","Stable","Stable",-0.0126290413013159,-0.0429133851057812,0.0176553025031494,0.015451479743171,0.413736784624644,2,"Stable","Stable"
"409",1937,"Stable","Stable","Stable","Stable","Stable","Stable","Decline","Decline","Decline","Decline",-0.00869728055081424,-0.0141368024001573,-0.00325775870147123,NA,0.0092628033222387,1,"Decline","Decline"
"410",1939,"Increase","Stable","Stable","Increase","Stable","Stable","Increase","Increase","Increase","Increase",0.0156566818450159,0.00392625457394605,0.0273871091160858,NA,0.0207310710578019,1,"Increase","Increase"
"411",1941,"Increase","Increase","Stable","Increase","Increase","Stable","Increase","Increase","Increase","Increase",0.0215017460917238,0.0201563477006205,0.0228471444828271,NA,1.2691156909411e-15,1,"Increase","Increase"
"412",1943,"Stable","Stable","Stable","Stable","Stable","Stable","Stable","Stable","Stable","Stable",-0.00695198849708713,-0.0155372981657183,0.00163332117154409,NA,0.107458602536856,1,"Stable","Stable"
"413",1948,"Varied","Varied","Varied","Increase","Increase","Increase","Stable","Stable","Stable","Stable",0.0458336157495583,-0.0303810752552933,0.12204830675441,0.0388857609660297,0.238528214072453,3,"Stable","Stable"
"414",1949,"Increase","Increase","Stable","Increase","Increase","Stable","Stable","Stable","Stable","Stable",0.0229933472540493,-0.0981494310180537,0.144136125526152,NA,0.499925227254669,1,"Stable","Stable"
"415",1952,"Increase","Increase","Increase","Increase","Increase","Increase","Stable","Stable","Stable","Stable",0.0595467502834396,NA,NA,NA,NA,1,"Stable","Stable"
"416",1953,"Stable","Stable","Stable","Stable","Stable","Stable","Stable","Stable","Stable","Stable",-0.00364606171956034,-0.0595453666819289,0.0522532432428083,NA,0.805351219218371,1,"Stable","Stable"
"417",1954,"Varied","Varied","Varied","Varied","Varied","Decline","Varied","Stable","Stable","Stable",-0.087403196890288,-0.261359009680008,0.0865526158994322,0.0887545965955811,0.324735217512592,6,"Stable","Stable"
"418",1958,"Stable","Stable","Stable","Stable","Stable","Stable","Stable","Stable","Stable","Stable",0.00484331496917849,-0.0421114227403302,0.0517980526786872,NA,0.817967711554793,1,"Stable","Stable"
"419",1960,"Increase","Increase","Increase","Increase","Increase","Increase","Stable","Stable","Stable","Stable",0.0633626308059347,-0.0204113140772151,0.147136575689085,NA,0.119289087202188,1,"Stable","Stable"
"420",1962,"Varied","Varied","Varied","Increase","Increase","Increase","Varied","Stable","Stable","Stable",0.0721582901226806,-0.0169969277450086,0.16131350799037,0.0454881919111444,0.112669421606968,5,"Stable","Stable"
"421",1967,"Increase","Stable","Stable","Increase","Stable","Stable","Increase","Increase","Increase","Increase",0.0121579363898275,0.00228420967380322,0.0220316631058518,NA,0.0226069507250176,1,"Increase","Increase"
"422",1970,"Increase","Increase","Stable","Increase","Increase","Stable","Increase","Increase","Increase","Increase",0.0341278664771293,0.020107319922644,0.0481484130316147,NA,9.48884452488375e-05,1,"Increase","Increase"
"423",1972,"Stable","Stable","Stable","Stable","Stable","Stable","Stable","Stable","Stable","Stable",0.00626480115296449,-0.0111353662463988,0.0236649685523278,NA,0.430470095730497,1,"Stable","Stable"
